lang,file,core_extended,speaker,wd_ID,wd,start,end,ref,tx,ft,mb_ID,mb,doreco-mb-algn,ps,gl,ph_ID,ph
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w282,dyisi,75.554,75.804,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m305,dyisi,,n,what,p604 p605 p606 p607,J\ i s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w283,xae,75.804,75.964,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m306,xae,,part,TQ,p608 p609 p610,X a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w284,ha,75.964,76.047,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m307,ha,,pro,3H.SG,p611 p612,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w285,ǀkxʼui,76.047,76.333,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m308,ǀkxʼui,,vtr,CAUS,p613 p614 p615,|\qX_> u i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w286,gauke,76.333,76.715,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m309 m310,gau -ke,,vtr -vsf,make.wet -?,p616 p617 p618 p619 p620,g a u k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w287,ng,76.715,76.88,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m311,ng,,pro,1SG,p621,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w288,ǀuutyuu,76.88,77.256,0033_DoReCo_doreco_nngg1234_NB041016-01_A,"ha gǁain ki kua, ha khuuǁʼng, ""dyisi xae ha ǀkxʼui gauke ng ǀuutyuu"",","???, he (H) stands up ""what is this that has wetted my buttocks?""",m312,ǀuutyuu,,n,anus,p622 p623 p624 p625,|\ u c u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w289,<p:>,77.256,77.575,<p:>,<p:>,<p:>,m313,<p:>,,<p:>,<p:>,p626,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w290,ha,77.575,77.75,0034_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, ǀʼhuun tcunn ke a xa kxʼain,","he (J) says ""no, it is the Boer's fat you have drunk""",m314,ha,,pro,3H.SG,p627 p628,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w291,ku,77.75,77.87,0034_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, ǀʼhuun tcunn ke a xa kxʼain,","he (J) says ""no, it is the Boer's fat you have drunk""",m315,ku,,vtr,QUOT,p629 p630,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w292,nǃoʼe,77.87,78.18,0034_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, ǀʼhuun tcunn ke a xa kxʼain,","he (J) says ""no, it is the Boer's fat you have drunk""",m316,nǃoʼe,,interj,no,p631 p632 p633 p634,!\~ o ? e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w293,ǀʼhuun,78.18,78.47,0034_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, ǀʼhuun tcunn ke a xa kxʼain,","he (J) says ""no, it is the Boer's fat you have drunk""",m317,ǀʼhuun,,n,white.person,p635 p636,|\~_h u~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w294,cunn,78.47,78.74,0034_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, ǀʼhuun tcunn ke a xa kxʼain,","he (J) says ""no, it is the Boer's fat you have drunk""",m318,sunn,,n,fat,p637 p638 p639,tS u~ n
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w295,ke,78.74,78.89,0034_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, ǀʼhuun tcunn ke a xa kxʼain,","he (J) says ""no, it is the Boer's fat you have drunk""",m319,ke,,part,TF,p640 p641,k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w296,a,78.89,78.97,0034_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, ǀʼhuun tcunn ke a xa kxʼain,","he (J) says ""no, it is the Boer's fat you have drunk""",m320,a,,pro,2SG,p642,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w297,xa,78.97,79.18,0034_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, ǀʼhuun tcunn ke a xa kxʼain,","he (J) says ""no, it is the Boer's fat you have drunk""",m321,xa,,part,PST,p643 p644,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w298,kxʼain,79.18,79.502,0034_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""nǃoʼe, ǀʼhuun tcunn ke a xa kxʼain,","he (J) says ""no, it is the Boer's fat you have drunk""",m322,kxʼain,,vtr,drink,p645 p646 p647,kx_> a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w299,<p:>,79.502,79.88,<p:>,<p:>,<p:>,m323,<p:>,,<p:>,<p:>,p648,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w300,<<fm>want>,79.88,80.073,0035_DoReCo_doreco_nngg1234_NB041016-01_A,"want e ǁʼoe a kxʼain ǀʼhuun ǃqxʼabesi"",","because this is you alone, you drink the Boer's cream""",m324,want,,conj,because,p649,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w301,e,80.073,80.28,0035_DoReCo_doreco_nngg1234_NB041016-01_A,"want e ǁʼoe a kxʼain ǀʼhuun ǃqxʼabesi"",","because this is you alone, you drink the Boer's cream""",m325,e,,part,?,p650,e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w302,ǁʼoe,80.28,80.61,0035_DoReCo_doreco_nngg1234_NB041016-01_A,"want e ǁʼoe a kxʼain ǀʼhuun ǃqxʼabesi"",","because this is you alone, you drink the Boer's cream""",m326,ǁʼoe,,quant,alone,p651 p652 p653,|\|\_> o e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w303,a,80.61,80.7,0035_DoReCo_doreco_nngg1234_NB041016-01_A,"want e ǁʼoe a kxʼain ǀʼhuun ǃqxʼabesi"",","because this is you alone, you drink the Boer's cream""",m327,a,,pro,2SG,p654,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w304,kxʼain,80.7,81.01,0035_DoReCo_doreco_nngg1234_NB041016-01_A,"want e ǁʼoe a kxʼain ǀʼhuun ǃqxʼabesi"",","because this is you alone, you drink the Boer's cream""",m328,kxʼain,,vtr,drink,p655 p656 p657,kx_> a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w305,ǀʼhuun,81.01,81.214,0035_DoReCo_doreco_nngg1234_NB041016-01_A,"want e ǁʼoe a kxʼain ǀʼhuun ǃqxʼabesi"",","because this is you alone, you drink the Boer's cream""",m329,ǀʼhuun,,n,white.person,p658 p659,|\~_h u~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w306,ǃqxʼabesi,81.214,81.71,0035_DoReCo_doreco_nngg1234_NB041016-01_A,"want e ǁʼoe a kxʼain ǀʼhuun ǃqxʼabesi"",","because this is you alone, you drink the Boer's cream""",m330 m331,ǃqxʼabe -si,,n -nsf,cream -SGLT,p660 p661 p662 p663 p664 p665,!\qX_> a b e s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w307,<p:>,81.71,82.11,<p:>,<p:>,<p:>,m332,<p:>,,<p:>,<p:>,p666,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w308,gǁain,82.11,82.34,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m333,gǁain,,n,brown.hyena,p667 p668 p669,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w309,ku,82.34,82.49,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m334,ku,,vtr,QUOT,p670 p671,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w310,ng,82.49,82.56,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m335,ng,,pro,1SG,p672,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w311,ǁu,82.56,82.659,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m336,ǁu,,part,NEG,p673 p674,|\|\ u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w312,xa,82.659,82.821,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m337,xa,,part,PST,p675 p676,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w313,ǁʼae,82.821,83.091,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m338,ǁʼae,,vatr,go.to,p677 p678 p679,|\|\_> a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w314,ǃqxʼabesi,83.091,83.496,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m339 m340,ǃqxʼabe -si,,n -nsf,cream -SGLT,p680 p681 p682 p683 p684 p685,!\qX_> a b e s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w315,ha,83.496,83.59,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m341,ha,,pro,3H.SG,p686 p687,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w316,ku,83.59,83.78,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m342,ku,,vtr,QUOT,p688 p689,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w317,ng,83.78,83.9,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m343,ng,,part,OBL,p690,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w318,ǀʼhuunsi,83.9,84.34,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m344 m345,ǀʼhuun -si,,n -nsf,white.person -SGLT,p691 p692 p693 p694,|\~_h u~ s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w319,ng,84.34,84.46,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m346,ng,,pro,1SG,p695,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w320,si,84.46,84.6,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m347,si,,part,IRR,p696 p697,s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w321,ng,84.6,84.7,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m348,ng,,part,?,p698,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w322,ku,84.7,84.82,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m349,ku,,vtr,QUOT,p699 p700,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w323,ng,84.82,84.889,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m350,ng,,part,OBL,p701,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w324,ǀʼhuunsi,84.889,85.24,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m351 m352,ǀʼhuun -si,,n -nsf,white.person -SGLT,p702 p703 p704 p705,|\~_h u~ s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w325,a,85.24,85.298,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m353,a,,pro,2SG,p706,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w326,xa,85.298,85.45,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m354,xa,,part,PST,p707 p708,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w327,ǁʼae,85.45,85.68,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m355,ǁʼae,,vatr,go.to,p709 p710 p711,|\|\_> a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w328,ǃqxʼabesi,85.68,86.18,0036_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ku, ""ng ǁu xa ǁʼae ǃqxʼabesi"", ha ku ng ǀʼhuunsi, ""ng si ng ku ng ǀʼhuunsi a xa ǁʼae ǃqxʼabesi"",","hyena says ""I did not go to the cream"", he (J) says to the Boer, ""I will say to the Boer (that) you went to the cream""",m356 m357,ǃqxʼabe -si,,n -nsf,cream -SGLT,p712 p713 p714 p715 p716 p717,!\qX_> a b e s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w329,<p:>,86.18,86.686,<p:>,<p:>,<p:>,m358,<p:>,,<p:>,<p:>,p718,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w330,a,86.686,86.77,0037_DoReCo_doreco_nngg1234_NB041016-01_A,"a ǀʼhuunsi tsaa,",then the Boer comes,m359,a,,part,CONN,p719,a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w331,ǀʼhuunsi,86.77,87.233,0037_DoReCo_doreco_nngg1234_NB041016-01_A,"a ǀʼhuunsi tsaa,",then the Boer comes,m360 m361,ǀʼhuun -si,,n -nsf,white.person -SGLT,p720 p721 p722 p723,|\~_h u~ s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w332,tsaa,87.233,87.553,0037_DoReCo_doreco_nngg1234_NB041016-01_A,"a ǀʼhuunsi tsaa,",then the Boer comes,m362,saa,,vatr,come,p724 p725,ts a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w333,<p:>,87.553,87.918,<p:>,<p:>,<p:>,m363,<p:>,,<p:>,<p:>,p726,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w334,ǀʼhuunsi,87.918,88.182,0038_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi see ng ku, ""ǃʼhoonguwe"",","the Boer comes and says ""hello, you""",m364 m365,ǀʼhuun -si,,n -nsf,white.person -SGLT,p727 p728 p729 p730,|\~_h u~ s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w335,see,88.182,88.36,0038_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi see ng ku, ""ǃʼhoonguwe"",","the Boer comes and says ""hello, you""",m366,see,,vatr,come,p731 p732,s e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w336,ng,88.36,88.44,0038_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi see ng ku, ""ǃʼhoonguwe"",","the Boer comes and says ""hello, you""",m367,ng,,part,and,p733,N
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w337,ku,88.44,88.55,0038_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi see ng ku, ""ǃʼhoonguwe"",","the Boer comes and says ""hello, you""",m368,ku,,vtr,QUOT,p734 p735,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w338,ǃʼhoonguwe,88.55,89.14,0038_DoReCo_doreco_nngg1234_NB041016-01_A,"ǀʼhuunsi see ng ku, ""ǃʼhoonguwe"",","the Boer comes and says ""hello, you""",m369 m370,ǃʼhuqung -uwe,,vatr -vsf,greet -IMP.PL,p736 p737 p738 p739 p740 p741,!\~_h o~ N u v e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w339,<p:>,89.14,89.396,<p:>,<p:>,<p:>,m371,<p:>,,<p:>,<p:>,p742,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w340,ha,89.396,89.552,0039_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǃʼhoonga ǂxuu,","he (J) says ""hello, baas""",m372,ha,,pro,3H.SG,p743 p744,h\ a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w341,ku,89.552,89.708,0039_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǃʼhoonga ǂxuu,","he (J) says ""hello, baas""",m373,ku,,vtr,QUOT,p745 p746,k u
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w342,ǃʼhoonga,89.708,90.102,0039_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǃʼhoonga ǂxuu,","he (J) says ""hello, baas""",m374 m375,ǃʼhuqung -a,,vatr -vsf,greet -IMP.SG,p747 p748 p749 p750,!\~_h o~ N a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w343,ǂxuu,90.102,90.47,0039_DoReCo_doreco_nngg1234_NB041016-01_A,"ha ku, ""ǃʼhoonga ǂxuu,","he (J) says ""hello, baas""",m376,ǂxuu,,n,boss,p751 p752,Err:509
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w344,<p:>,90.47,90.761,<p:>,<p:>,<p:>,m377,<p:>,,<p:>,<p:>,p753,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w345,gǁain,90.761,91.1,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m378,gǁain,,n,brown.hyena,p754 p755 p756,|\|\_v a~ i~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w346,ke,91.1,91.18,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m379,ke,,part,TF,p757 p758,k e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w347,xa,91.18,91.24,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m380,xa,,part,PST,p759,<notProcessedChunk>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w348,hooka,91.24,91.49,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m381 m382 m383,hoo -ke -a,,vitr -vsf -vsf,come.from -? -?,p760 p761 p762 p763,h\ o k a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w349,ng,91.49,91.52,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m384,ng,,part,OBL,p764,<notProcessedChunk>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w350,gǀa,91.52,91.698,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m385,gǀa,,pro,2SG.OBL,p765 p766,|\_v a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w351,ǃqxʼabesi,91.698,92.1,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m386 m387,ǃqxʼabe -si,,n -nsf,cream -SGLT,p767 p768 p769 p770 p771 p772,!\qX_> a b e s i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w352,ha,92.1,92.153,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m388,ha,,pro,3H.SG,p773,<notProcessedChunk>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w353,xa,92.153,92.31,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m389,xa,,part,PST,p774 p775,X a
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w354,ǁʼae,92.31,92.59,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m390,ǁʼae,,vatr,go,p776 p777 p778,|\|\_> a e
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w355,kxʼaan,92.59,92.86,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m391,kxʼaan,,vtr,drink,p779 p780,kx_> a~
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w356,ǁuni,92.86,93.17,0040_DoReCo_doreco_nngg1234_NB041016-01_A,"gǁain ke xa hooka ng gǀa ǃqxʼabesi, ha xa ǁʼae kxʼaan ǁuni,","hyena comes from your cream, he went and drank (it) up",m392,ǁuni,,vitr,disappear,p781 p782 p783,|\|\ u~ i
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w357,<p:>,93.17,93.582,<p:>,<p:>,<p:>,m393,<p:>,,<p:>,<p:>,p784,<p:>
nngg1234,doreco_nngg1234_NB041016-01_A,core,B,w358,ng,93.582,93.67,0041_DoReCo_doreco_nngg1234_NB041016-01_A,"ng hooke ng nǀng ǀaeki,",I come from my wife,m394,ng,,pro,1SG,p785,N
